loan_amount,interest_rate,loan_term_Years,employment_status_Retired,annual_income,monthly_debt,credit_score,credit_history_years,num_credit_cards,num_loan_accounts,total_credit_limit,bankruptcy_flag,defaulted_previous,late_payments_30_59_days,late_payments_60_89_days,late_payments_90plus_days,Loan_issue_Year,Loan_issue_Month,loan_retained,interest_retained
15000,16.32,5.0,0.0,160301.0,4262.0,708.0,29.3,1,4,30757,0,0,6,3,1,2020,8,15000,12240.0
5000,15.3,3.0,0.0,124157.0,7003.0,745.0,29.8,1,0,80219,0,0,6,1,3,2017,7,5000,2295.0
50000,23.73,1.0,0.0,85830.0,2970.0,469.0,28.3,0,2,41906,0,0,3,5,1,2022,7,50000,11865.0
10000,17.84,3.0,0.0,197712.0,2373.0,690.0,1.7,7,0,204122,0,0,8,7,1,2016,10,10000,5352.0
40000,12.21,1.0,0.0,145943.0,1432.0,452.0,8.9,0,2,177100,0,0,3,1,4,2022,4,40000,4884.000000000001
10000,10.14,3.0,0.0,232204.0,1393.0,701.0,3.1,7,4,395637,0,0,7,0,3,2023,6,10000,3042.0
15000,14.53,2.0,0.0,199899.0,1792.0,757.0,7.1,3,1,46145,0,0,3,1,0,2022,9,0,0.0
5000,11.46,3.0,0.0,193386.0,6587.0,348.0,7.5,2,5,372312,0,0,6,6,0,2015,10,5000,1719.0
10000,11.78,4.0,0.0,245659.0,3899.0,570.0,19.5,6,4,495771,0,0,0,5,2,2018,7,10000,4711.999999999999
50000,18.82,1.0,0.0,169725.0,5415.0,849.0,2.0,6,3,417312,0,0,0,0,2,2017,11,0,0.0
5000,10.81,3.0,0.0,97928.0,5650.0,675.0,12.7,0,0,491371,0,0,4,3,0,2020,3,5000,1621.5
15000,5.31,1.0,0.0,132851.0,3170.0,539.0,7.4,0,0,114245,0,0,5,7,1,2022,3,15000,796.4999999999999
5000,12.03,4.0,0.0,134832.0,4569.0,406.0,11.3,6,2,104924,1,0,2,6,3,2015,3,5000,2406.0
15000,23.64,5.0,0.0,227735.0,985.0,326.0,9.0,6,1,126557,0,0,3,0,3,2024,11,15000,17730.0
10000,18.17,3.0,0.0,32586.0,6938.0,502.0,1.2,7,3,334747,0,0,1,6,4,2016,4,10000,5451.000000000001
10000,15.32,4.0,0.0,115277.0,3937.0,305.0,7.3,7,2,94128,0,0,6,4,2,2018,10,10000,6128.0
50000,13.83,3.0,0.0,237428.0,934.0,417.0,14.7,2,2,168823,0,0,5,7,1,2022,1,50000,20745.0
15000,21.92,3.0,1.0,61891.0,5302.0,801.0,9.2,4,0,301027,0,0,2,6,1,2017,12,15000,9864.0
10000,7.47,2.0,0.0,161035.0,2370.0,703.0,19.8,0,2,402286,0,0,9,4,3,2016,2,10000,1494.0
20000,11.17,4.0,0.0,231113.0,5674.0,747.0,9.7,1,1,311677,0,0,5,1,3,2022,3,0,0.0
5000,16.35,3.0,0.0,190233.0,4420.0,848.0,1.1,0,1,478613,0,0,1,5,0,2021,6,0,0.0
10000,18.31,5.0,0.0,67345.0,5115.0,569.0,16.3,7,0,259096,0,0,7,3,2,2024,7,10000,9154.999999999998
20000,11.38,5.0,0.0,72357.0,2957.0,813.0,18.7,5,4,466896,0,0,6,2,2,2021,7,20000,11380.000000000002
25000,11.39,3.0,0.0,45887.0,1076.0,333.0,6.3,4,0,142239,0,0,7,2,1,2022,9,25000,8542.5
15000,5.64,3.0,0.0,102910.0,3140.0,465.0,22.6,1,1,198494,0,0,5,0,1,2022,8,15000,2538.0
30000,15.19,4.0,1.0,110055.0,1285.0,504.0,20.2,2,5,90174,0,0,10,6,2,2019,9,30000,18228.0
75000,24.9,3.0,0.0,245612.0,3435.0,759.0,5.7,0,2,257431,0,0,6,3,0,2022,9,0,0.0
5000,11.62,3.0,0.0,127438.0,5899.0,605.0,26.4,0,5,60177,0,0,0,3,1,2021,6,5000,1743.0
10000,11.32,3.0,0.0,208376.0,5995.0,805.0,26.8,7,1,339219,0,0,4,0,0,2017,8,0,0.0
10000,8.58,5.0,0.0,53415.0,3186.0,599.0,25.5,3,5,390132,0,0,0,6,2,2016,12,10000,4290.0
40000,17.04,1.0,0.0,155587.0,3421.0,472.0,26.3,2,2,71310,0,0,8,5,2,2024,11,40000,6816.0
30000,13.43,1.0,0.0,174757.0,2456.0,466.0,4.7,6,2,378185,0,0,11,0,2,2017,12,30000,4029.0
15000,13.06,3.0,1.0,166906.0,4184.0,601.0,29.1,1,0,176365,0,0,5,4,4,2024,5,15000,5877.0
20000,19.04,2.0,0.0,139084.0,2772.0,754.0,23.8,7,2,19414,0,1,0,5,0,2023,11,0,0.0
5000,8.72,3.0,0.0,213651.0,6635.0,760.0,11.4,2,4,227718,1,0,2,5,1,2016,6,5000,1308.0
20000,24.97,1.0,0.0,182092.0,787.0,532.0,26.7,4,1,314373,0,0,3,1,2,2020,5,20000,4994.0
30000,15.95,3.0,0.0,147187.0,949.0,774.0,14.8,1,1,423391,0,0,10,7,2,2024,3,0,0.0
20000,8.57,2.0,0.0,203942.0,3610.0,503.0,7.1,7,1,166600,0,0,3,6,1,2024,2,20000,3428.0
10000,6.66,2.0,0.0,104220.0,940.0,699.0,21.1,2,5,335122,0,0,2,0,0,2016,8,0,0.0
25000,20.07,3.0,0.0,220660.0,5591.0,365.0,9.4,0,0,355397,0,0,9,7,1,2016,10,25000,15052.5
15000,9.61,4.0,0.0,48383.0,3418.0,677.0,26.8,4,0,102858,0,1,4,3,2,2024,6,15000,5765.999999999999
20000,19.8,3.0,0.0,189366.0,6255.0,631.0,27.9,0,5,353776,0,0,0,3,1,2022,8,20000,11880.0
15000,19.4,2.0,0.0,91152.0,1599.0,428.0,28.1,0,4,120057,0,1,0,1,2,2019,9,15000,5819.999999999999
15000,24.94,3.0,0.0,115100.0,1992.0,640.0,3.4,3,0,142318,0,0,6,7,4,2015,12,15000,11223.0
25000,6.78,5.0,0.0,38581.0,1108.0,406.0,10.2,2,0,193370,0,0,6,2,3,2017,6,25000,8475.0
50000,16.01,3.0,0.0,141666.0,4441.0,476.0,13.4,0,1,48796,0,1,1,5,0,2016,1,50000,24015.000000000004
75000,8.85,5.0,0.0,169383.0,1893.0,542.0,26.2,2,2,401558,0,1,10,2,0,2015,8,75000,33187.5
20000,20.56,2.0,0.0,136238.0,4006.0,641.0,6.3,4,3,487898,0,0,1,2,3,2024,7,20000,8223.999999999998
40000,12.47,2.0,0.0,122937.0,3188.0,827.0,20.8,4,3,414568,0,0,0,5,0,2018,1,0,0.0
15000,12.25,4.0,0.0,209620.0,1433.0,699.0,24.6,3,2,83895,0,0,9,3,3,2016,10,15000,7350.0
10000,20.5,5.0,0.0,117158.0,5588.0,342.0,2.0,1,0,256867,0,0,8,4,3,2018,1,10000,10250.0
10000,24.21,4.0,0.0,34105.0,7542.0,649.0,10.5,1,1,323368,1,1,3,5,1,2020,10,10000,9684.0
25000,18.12,2.0,0.0,82853.0,6293.0,772.0,10.1,2,1,471839,0,0,0,4,3,2017,3,25000,9060.0
50000,9.4,4.0,0.0,134360.0,4199.0,756.0,25.4,5,1,95424,0,0,3,6,4,2022,9,0,0.0
50000,7.42,5.0,0.0,80030.0,6836.0,363.0,20.3,6,4,242062,0,0,8,5,3,2017,4,50000,18550.0
25000,6.68,2.0,0.0,178553.0,3198.0,616.0,2.7,3,2,192441,0,1,3,2,2,2016,6,25000,3340.0
20000,16.29,5.0,0.0,56608.0,1641.0,321.0,23.8,3,4,464690,0,0,10,3,0,2023,1,20000,16290.0
10000,22.76,3.0,0.0,1323710.0,780.0,673.0,17.6,4,5,116829,0,0,8,3,4,2020,10,10000,6828.000000000002
100000,13.22,1.0,1.0,155891.0,5153.0,574.0,10.8,5,3,429111,0,0,8,2,4,2015,6,100000,13220.000000000002
10000,8.01,2.0,0.0,34225.0,891.0,642.0,18.0,3,2,122606,0,0,5,1,3,2022,1,10000,1602.0
20000,20.57,4.0,1.0,166534.0,5279.0,369.0,3.2,2,4,103040,0,0,10,2,1,2015,8,20000,16456.0
15000,12.93,3.0,0.0,353400.0,5472.0,427.0,12.8,5,4,353758,0,0,0,5,4,2017,5,15000,5818.5
20000,17.62,3.0,0.0,131534.0,3420.0,688.0,14.4,5,4,344322,0,0,10,4,0,2019,8,0,0.0
75000,15.24,2.0,0.0,69321.0,3002.0,336.0,26.8,5,1,221542,0,0,7,4,1,2020,12,75000,22860.0
5000,9.86,3.0,0.0,75006.0,6308.0,384.0,27.4,6,2,490017,0,0,7,0,0,2022,1,5000,1478.9999999999998
20000,20.48,5.0,0.0,138665.0,7034.0,755.0,25.8,6,5,112840,0,0,8,7,0,2016,8,20000,20480.0
25000,13.75,3.0,0.0,78067.0,982.0,833.0,4.2,5,1,50602,0,0,2,1,3,2017,3,25000,10312.500000000002
30000,11.87,3.0,1.0,132335.0,2006.0,816.0,15.6,5,5,438714,0,0,2,5,0,2020,12,0,0.0
50000,10.63,3.0,0.0,236340.0,5607.0,351.0,3.7,7,2,124349,0,0,0,6,4,2018,10,50000,15945.0
5000,10.97,1.0,1.0,73286.0,3349.0,342.0,22.6,4,4,489691,0,0,7,6,4,2019,4,5000,548.5
15000,19.04,2.0,0.0,118423.0,6632.0,367.0,21.2,7,4,238206,0,0,10,5,0,2024,4,15000,5712.0
5000,11.02,1.0,0.0,23312.0,4702.0,328.0,5.6,2,2,282507,0,0,11,7,4,2020,8,5000,551.0
100000,9.95,2.0,0.0,39208.0,2986.0,775.0,10.6,4,5,420034,0,0,9,6,1,2021,2,100000,19900.0
10000,13.36,4.0,0.0,246853.0,1496.0,618.0,0.4,4,0,396652,0,0,8,0,3,2019,11,10000,5344.0
15000,23.85,2.0,1.0,66324.0,945.0,785.0,24.8,7,0,392566,0,0,10,3,3,2020,4,15000,7155.000000000001
5000,21.57,3.0,0.0,136135.0,2832.0,806.0,6.6,2,3,306320,0,0,0,7,2,2019,6,5000,3235.5
20000,10.55,4.0,0.0,115381.0,3906.0,762.0,29.9,4,2,147638,0,0,3,7,4,2015,3,20000,8440.0
15000,12.24,3.0,0.0,228704.0,1642.0,747.0,14.9,6,1,38907,0,0,3,2,2,2023,7,15000,5508.000000000001
5000,17.16,1.0,1.0,229563.0,1802.0,367.0,22.5,7,1,351210,0,0,9,5,3,2017,2,5000,858.0
10000,13.55,3.0,0.0,174269.0,587.0,715.0,24.9,0,2,92339,0,0,8,6,2,2024,12,10000,4065.0
100000,15.97,3.0,0.0,50457.0,5759.0,547.0,5.6,0,2,52473,0,0,3,6,2,2017,10,100000,47910.0
10000,22.24,3.0,1.0,164999.0,526.0,679.0,20.0,0,2,86818,0,0,4,0,2,2022,9,10000,6672.0
20000,10.11,3.0,0.0,209523.0,7750.0,370.0,15.9,0,5,91395,0,0,5,5,1,2022,9,20000,6066.0
100000,18.7,2.0,0.0,196069.0,1281.0,759.0,4.0,6,2,254509,0,1,11,7,3,2021,5,100000,37400.0
100000,7.11,2.0,0.0,87100.0,7841.0,415.0,27.4,6,1,378890,0,0,11,1,4,2021,7,100000,14220.0
75000,12.64,3.0,0.0,76032.0,4068.0,512.0,3.3,1,3,139485,0,0,10,5,2,2020,9,75000,28440.000000000007
15000,11.8,4.0,0.0,81517.0,2639.0,606.0,13.1,7,5,400475,0,0,6,0,0,2024,8,15000,7080.000000000001
25000,11.43,3.0,0.0,249231.0,1618.0,590.0,6.5,4,1,325724,0,0,10,4,3,2017,5,25000,8572.5
5000,17.55,3.0,0.0,201771.0,2949.0,631.0,3.9,5,3,124566,0,0,6,3,3,2017,11,5000,2632.5000000000005
15000,13.12,4.0,0.0,183082.0,6134.0,778.0,4.6,6,1,115328,0,1,4,7,3,2021,3,15000,7871.999999999999
40000,7.25,4.0,1.0,68601.0,2530.0,494.0,18.0,0,2,313357,0,0,5,3,1,2015,12,40000,11600.0
20000,9.21,3.0,0.0,133845.0,864.0,629.0,22.9,1,3,434790,0,0,1,4,1,2016,6,20000,5526.000000000001
25000,15.16,4.0,0.0,211271.0,1261.0,320.0,12.1,7,5,426569,0,0,3,4,0,2015,10,25000,15160.000000000002
30000,15.34,2.0,0.0,75494.0,7362.0,744.0,27.1,6,5,412508,0,1,0,7,4,2022,9,30000,9204.0
10000,5.74,3.0,0.0,24822.0,7264.0,787.0,2.8,3,3,51458,0,0,1,7,4,2024,10,10000,1722.0
50000,8.5,3.0,0.0,104495.0,3699.0,323.0,16.8,7,4,192405,0,0,10,7,0,2020,8,50000,12750.0
15000,18.14,4.0,0.0,59029.0,6300.0,560.0,27.0,4,5,349823,0,0,10,7,4,2023,12,15000,10884.0
10000,12.08,3.0,0.0,230760.0,5571.0,406.0,5.3,4,2,389223,0,0,10,4,3,2017,12,10000,3624.0
40000,11.7,3.0,0.0,212336.0,1511.0,714.0,18.3,0,5,19978,0,0,6,0,2,2016,7,40000,14040.0
15000,5.94,1.0,0.0,37380.0,1815.0,628.0,16.6,5,2,267713,0,0,8,0,4,2015,4,15000,891.0
30000,12.75,3.0,0.0,74757.0,4937.0,754.0,15.8,6,0,294459,0,0,2,7,1,2017,9,30000,11475.0
20000,6.17,3.0,0.0,53856.0,5074.0,523.0,27.0,2,2,86674,0,0,0,5,2,2015,3,20000,3702.0
15000,10.65,4.0,0.0,34294.0,2399.0,767.0,14.8,6,4,216973,0,0,7,4,0,2022,5,0,0.0
40000,7.27,1.0,0.0,31033.0,6789.0,777.0,3.3,0,5,172641,0,0,0,6,2,2020,3,40000,2908.0
20000,21.76,1.0,0.0,176126.0,6427.0,333.0,8.0,0,0,474150,0,0,11,1,2,2022,9,20000,4352.0
15000,8.97,3.0,0.0,56577.0,6585.0,440.0,6.2,2,0,57971,0,0,11,3,0,2020,10,15000,4036.5
5000,7.52,3.0,0.0,44671.0,658.0,474.0,21.1,5,1,65177,0,0,7,5,2,2021,9,5000,1127.9999999999998
50000,21.98,2.0,0.0,118842.0,608.0,790.0,0.9,7,2,278839,0,0,11,0,0,2017,11,0,0.0
5000,17.44,2.0,0.0,238657.0,3864.0,377.0,22.9,6,3,411995,0,0,10,5,1,2023,4,5000,1744.0
40000,24.02,5.0,0.0,36383.0,1116.0,300.0,24.5,3,1,290242,0,0,5,6,2,2021,2,40000,48040.0
15000,17.54,3.0,0.0,20869.0,4038.0,718.0,8.3,1,1,258787,0,0,10,5,2,2019,9,15000,7893.0
25000,18.52,1.0,0.0,230252.0,7606.0,692.0,6.6,4,0,119334,0,0,0,1,4,2022,7,25000,4630.0
10000,19.91,1.0,0.0,31149.0,7182.0,681.0,25.3,5,3,173293,0,0,5,2,4,2020,4,10000,1991.0
20000,16.65,3.0,0.0,207412.0,940.0,426.0,8.5,0,2,461968,0,0,6,1,3,2015,8,20000,9989.999999999998
30000,8.18,4.0,1.0,62015.0,4875.0,328.0,0.4,7,4,233297,0,1,2,6,1,2015,8,30000,9816.0
30000,8.11,4.0,0.0,36637.0,6373.0,456.0,9.2,1,4,282136,0,0,4,3,4,2020,6,30000,9731.999999999998
20000,17.87,3.0,0.0,134850.5,4712.0,446.0,16.6,7,2,388302,0,1,10,0,2,2015,4,20000,10722.0
25000,10.44,4.0,0.0,104367.0,7588.0,471.0,27.1,3,0,241750,0,0,0,1,1,2022,7,25000,10440.0
30000,15.88,4.0,0.0,229094.0,4440.0,532.0,10.7,5,1,275144,0,0,2,2,2,2015,11,30000,19056.0
40000,8.85,3.0,0.0,169342.0,701.0,576.0,11.2,7,0,437856,0,0,8,7,2,2019,5,40000,10620.0
30000,13.39,3.0,0.0,224734.0,5016.0,432.0,15.5,2,4,311050,0,0,11,4,3,2020,1,30000,12051.000000000002
15000,22.25,2.0,0.0,154142.0,3445.0,795.0,25.9,7,0,348714,0,0,7,1,0,2018,10,0,0.0
100000,18.81,2.0,0.0,132643.0,4671.0,601.0,12.8,0,2,310285,0,0,7,7,0,2019,3,100000,37620.0
15000,14.75,3.0,0.0,55812.0,882.0,407.0,27.9,0,2,239434,0,0,1,7,1,2015,4,15000,6637.5
15000,12.75,3.0,0.0,190524.0,5443.0,392.0,9.4,7,2,490455,0,0,10,3,3,2022,1,15000,5737.5
5000,18.04,2.0,0.0,46536.0,4646.0,669.0,22.1,2,2,33444,0,0,8,2,4,2018,7,5000,1804.0
5000,8.77,1.0,1.0,235018.0,2582.0,407.0,22.0,3,2,470533,0,0,4,6,4,2021,7,5000,438.5
10000,11.74,3.0,0.0,151528.0,877.0,814.0,9.7,4,4,304576,1,0,4,1,2,2015,2,10000,3522.0
25000,19.44,4.0,1.0,235485.0,5622.0,499.0,28.4,6,0,471550,0,1,2,6,0,2023,11,25000,19440.0
5000,22.72,4.0,0.0,152337.0,753.0,752.0,14.3,5,1,324080,0,0,5,2,2,2018,3,0,0.0
5000,22.05,3.0,0.0,56347.0,3070.0,455.0,1.7,1,3,259316,0,0,3,7,3,2015,11,5000,3307.5
5000,21.48,4.0,0.0,106978.0,6376.0,302.0,24.8,0,1,198000,0,0,7,5,1,2015,11,5000,4296.0
10000,5.2,3.0,0.0,169630.0,7390.0,396.0,10.0,2,1,46164,0,1,9,3,3,2024,7,10000,1560.0
20000,18.45,2.0,0.0,242786.0,806.0,579.0,22.9,4,4,253129,0,0,9,5,0,2015,11,20000,7380.0
75000,20.34,3.0,0.0,216503.0,6820.0,665.0,18.7,5,4,483375,0,0,7,7,4,2023,1,75000,45765.0
50000,5.08,3.0,0.0,211690.0,6858.0,640.0,2.3,7,1,51561,0,0,5,7,4,2024,3,50000,7620.0
50000,14.88,3.0,0.0,216211.0,5517.0,626.0,25.0,3,4,313782,0,0,8,4,1,2020,11,50000,22320.000000000004
10000,24.06,3.0,0.0,103552.0,6750.0,692.0,14.0,5,5,176404,0,0,0,2,3,2019,3,10000,7218.0
10000,24.07,3.0,0.0,213489.0,5921.0,455.0,4.6,6,3,313660,0,0,9,6,0,2017,8,10000,7221.0
5000,19.81,2.0,0.0,207598.0,6586.0,748.0,17.3,6,5,99800,0,0,3,3,4,2016,8,0,0.0
30000,21.63,3.0,0.0,34198.0,1252.0,714.0,23.5,2,0,140415,0,0,5,7,3,2016,1,30000,19467.0
5000,11.15,3.0,0.0,219917.0,6052.0,810.0,25.9,3,4,282000,0,1,4,6,0,2015,2,5000,1672.5
20000,14.22,1.0,0.0,138509.0,3912.0,680.0,11.5,3,3,390347,1,0,4,0,1,2018,4,20000,2844.0
10000,24.91,3.0,0.0,213407.0,686.0,373.0,12.3,6,3,10781,0,0,3,3,0,2020,12,10000,7473.0
100000,5.89,4.0,0.0,235880.0,6347.0,,28.2,0,4,133944,0,0,9,5,1,2017,1,100000,23560.0
30000,6.09,3.0,0.0,123864.0,1515.0,846.0,20.5,0,4,284307,0,0,5,4,1,2022,3,30000,5480.999999999999
40000,16.59,2.0,0.0,211051.0,5815.0,513.0,16.0,7,0,266037,0,0,1,1,0,2017,2,40000,13272.0
50000,9.72,3.0,0.0,23744.0,6736.0,611.0,28.2,5,4,17041,0,0,8,1,4,2019,7,50000,14580.0
25000,11.4,2.0,0.0,59456.0,4353.0,621.0,14.8,3,5,350865,0,0,10,5,1,2016,7,25000,5700.0
75000,24.18,4.0,0.0,176833.0,1159.0,796.0,2.9,4,3,496277,0,0,3,3,4,2022,11,75000,72540.0
10000,11.43,3.0,0.0,227724.0,3413.0,473.0,16.0,6,2,200156,0,0,11,1,1,2023,2,10000,3429.0
20000,12.24,2.0,1.0,219737.0,6629.0,692.0,25.0,1,3,422311,0,1,2,5,4,2019,8,20000,4896.0
25000,14.03,4.0,0.0,90085.0,4256.328051603623,437.0,29.9,4,2,31017,0,0,0,6,3,2023,7,25000,14029.999999999998
15000,8.22,2.0,0.0,44058.0,1698.0,624.0,23.0,6,3,112066,0,0,5,7,2,2024,2,15000,2466.0000000000005
50000,12.79,5.0,0.0,249469.0,4381.0,521.0,2.1,6,0,185138,0,0,10,7,2,2024,9,50000,31975.0
100000,17.93,3.0,0.0,566610.0,2959.0,560.0,19.0,6,4,487853,0,0,7,6,3,2020,10,100000,53790.0
15000,10.18,4.0,0.0,107894.0,5040.0,606.0,17.8,5,2,38391,0,0,5,0,3,2018,5,15000,6108.0
15000,17.46,3.0,0.0,183461.0,6230.0,751.0,18.1,4,2,468068,0,0,9,3,4,2016,8,0,0.0
15000,9.89,2.0,1.0,168731.0,2281.0,832.0,8.5,1,2,94368,0,0,1,2,1,2017,8,0,0.0
40000,20.73,4.0,1.0,204965.0,7838.0,772.0,23.9,5,2,278512,0,1,9,7,3,2020,2,40000,33168.0
25000,23.75,2.0,0.0,102382.0,3060.0,591.0,16.7,4,0,349072,0,0,10,1,3,2020,11,25000,11875.0
5000,13.89,3.0,0.0,65772.0,2132.0,737.0,7.8,5,5,79360,0,0,9,4,3,2019,8,5000,2083.5
20000,24.27,2.0,0.0,190252.0,1898.0,755.0,5.8,6,1,361541,0,0,1,3,3,2023,8,0,0.0
5000,18.29,2.0,0.0,104811.0,6436.0,437.0,1.5,6,5,289973,0,1,5,7,4,2015,7,5000,1829.0
30000,19.23,3.0,0.0,132139.0,6875.0,417.0,15.1,0,2,247973,0,0,10,6,2,2016,9,30000,17307.0
10000,15.23,4.0,0.0,155845.0,7557.0,658.0,10.0,5,2,177877,0,0,10,2,3,2021,5,10000,6092.0
15000,9.55,3.0,0.0,210157.0,3217.0,519.0,15.7,6,2,78684,0,0,5,1,2,2022,9,15000,4297.5
30000,23.79,1.0,0.0,243590.0,2267.0,446.0,0.1,5,1,383678,0,0,10,5,0,2024,4,30000,7137.0
5000,24.4,4.0,1.0,33931.0,3786.0,555.0,27.5,1,0,490031,0,1,5,0,4,2023,7,5000,4880.0
10000,21.84,3.0,0.0,61889.0,3707.0,615.0,17.2,2,0,265164,0,0,7,3,1,2021,11,10000,6552.0
15000,14.27,3.0,0.0,176215.0,2291.0,604.0,23.4,3,0,135542,0,0,5,5,4,2018,11,15000,6421.5
10000,8.42,3.0,0.0,25287.0,1380.0,316.0,22.7,1,1,451983,0,0,8,1,0,2018,2,10000,2526.0
10000,6.79,3.0,0.0,163382.0,7509.0,805.0,24.6,0,2,370710,0,0,0,6,2,2015,7,10000,2037.0
100000,15.09,3.0,0.0,64877.0,1908.0,714.0,15.6,1,3,174893,0,0,7,2,1,2017,5,100000,45270.0
40000,11.1,1.0,0.0,171871.0,7198.0,575.0,16.1,6,0,125600,0,0,4,7,1,2021,2,40000,4440.0
50000,22.14,4.0,0.0,186699.0,5298.0,664.0,0.3,6,0,159839,0,0,2,5,3,2021,11,50000,44280.0
75000,15.88,3.0,0.0,114271.0,6446.0,790.0,3.9,6,0,128966,0,0,8,4,4,2022,10,75000,35730.0
10000,23.41,3.0,0.0,232797.0,7353.0,557.0,13.8,7,4,496424,0,0,2,5,1,2016,12,10000,7023.0
10000,19.51,2.0,0.0,203340.0,1621.0,821.0,6.3,0,5,475592,0,0,11,0,1,2023,8,0,0.0
10000,14.04,3.0,0.0,232669.0,4782.0,652.0,3.9,6,2,42245,0,1,8,7,0,2024,8,10000,4212.0
40000,19.86,2.0,0.0,224202.0,6901.0,489.0,22.9,2,2,31994,0,0,10,2,3,2023,2,40000,15888.0
25000,24.36,3.0,0.0,167389.0,7754.0,665.0,10.2,6,1,345386,0,0,2,3,2,2019,9,25000,18270.0
10000,16.26,3.0,1.0,353320.0,2917.0,766.0,4.3,0,1,428513,1,0,4,0,4,2016,2,10000,4878.000000000001
15000,11.28,2.0,0.0,142605.0,2979.0,433.0,10.8,2,5,85713,0,0,0,1,4,2015,2,15000,3384.0
20000,12.44,5.0,1.0,216074.0,6505.0,725.0,18.5,2,1,305968,0,1,8,0,2,2020,2,20000,12440.0
20000,17.41,2.0,0.0,47567.0,5965.0,733.0,17.9,7,5,208719,0,0,10,2,3,2018,3,20000,6964.0
50000,24.44,4.0,0.0,23516.9,610.0,635.0,1.9,6,2,399556,0,0,9,5,1,2024,1,50000,48880.0
15000,14.44,2.0,0.0,241685.0,6204.0,564.0,29.3,3,5,499912,0,1,6,0,1,2024,9,15000,4332.0
50000,19.18,3.0,0.0,127760.0,5188.0,741.0,17.8,4,2,72384,1,0,7,6,4,2022,8,50000,28770.0
15000,8.58,2.0,0.0,20462.0,1365.0,560.0,24.0,2,3,184975,0,0,9,2,0,2018,10,15000,2574.0
30000,17.41,3.0,0.0,232705.0,4832.0,547.0,20.7,5,1,277109,0,0,8,3,0,2022,10,30000,15669.0
75000,19.68,2.0,0.0,62779.0,5660.0,490.0,13.6,0,5,91232,0,1,3,3,3,2024,2,75000,29520.0
50000,13.47,4.0,0.0,79254.0,4325.0,395.0,28.0,5,2,373533,0,0,0,6,0,2016,12,50000,26940.000000000004
5000,17.73,3.0,0.0,235952.0,1328.0,752.0,17.0,2,0,164691,0,1,2,3,0,2020,6,0,0.0
10000,9.54,1.0,0.0,177736.0,2941.0,602.0,5.4,7,4,62245,1,1,5,2,1,2024,12,10000,954.0
15000,21.51,3.0,1.0,80860.0,4070.0,399.0,3.4,2,5,178738,0,1,4,4,4,2015,6,15000,9679.5
25000,8.99,4.0,0.0,181483.0,3527.0,584.0,29.2,3,5,123033,0,0,5,2,1,2023,9,25000,8990.0
75000,6.78,3.0,0.0,65137.0,1688.0,553.0,10.6,6,3,87816,0,0,3,7,2,2020,7,75000,15255.0
5000,18.93,3.0,0.0,242340.0,2968.0,310.0,0.2,5,2,308496,0,1,11,1,1,2021,5,5000,2839.5
15000,11.27,3.0,0.0,184461.0,4556.0,327.0,14.0,5,5,466999,0,0,10,0,2,2025,1,15000,5071.5
10000,14.76,4.0,0.0,48233.0,2254.0,467.0,18.7,1,4,347528,0,0,1,0,0,2015,5,10000,5904.0
50000,22.84,3.0,0.0,227875.0,1083.0,793.0,0.9,6,5,393010,0,0,9,2,2,2019,6,0,0.0
75000,8.46,3.0,0.0,187887.0,7929.0,613.0,13.7,7,5,242824,0,1,6,7,4,2022,10,75000,19035.000000000004
15000,20.46,4.0,0.0,196405.0,1143.0,537.0,19.9,5,3,298983,0,0,9,5,2,2019,9,15000,12276.0
5000,15.13,5.0,0.0,142412.0,7632.0,757.0,19.7,4,5,259052,0,0,11,6,1,2015,12,5000,3782.500000000001
25000,8.59,5.0,0.0,104474.0,7493.0,756.0,8.5,4,1,349493,0,1,5,7,0,2015,9,25000,10737.5
15000,14.91,3.0,0.0,223774.0,3747.0,551.0,16.8,6,0,175784,0,0,9,4,0,2018,4,15000,6709.5
50000,9.49,2.0,0.0,149354.0,4815.0,350.0,1.5,6,1,322850,0,1,6,4,1,2024,8,50000,9490.0
100000,12.11,2.0,0.0,162298.0,623.0,816.0,8.2,0,4,398049,0,0,3,6,2,2023,3,0,0.0
20000,18.87,4.0,0.0,199548.0,731.0,535.0,19.0,6,2,398392,0,0,6,6,1,2023,4,20000,15096.0
20000,21.95,4.0,0.0,78227.0,6010.0,611.0,27.6,4,5,426052,0,0,6,4,3,2021,10,20000,17560.0
20000,15.18,1.0,0.0,204492.0,3921.0,563.0,3.1,5,1,388881,0,0,3,6,1,2017,12,20000,3036.0
15000,16.81,3.0,0.0,194960.0,561.0,472.0,13.5,5,2,209998,0,0,1,2,2,2018,10,15000,7564.5
10000,8.4,4.0,0.0,173540.0,6383.0,394.0,19.3,5,3,56176,0,0,4,7,1,2021,3,10000,3360.0
5000,16.95,2.0,0.0,80897.0,7036.0,846.0,18.1,3,5,133181,0,0,4,3,3,2015,9,5000,1694.9999999999998
10000,21.18,3.0,0.0,123371.0,1153.0,520.0,14.2,0,3,14611,0,0,0,7,0,2016,9,10000,6354.0
10000,22.9,3.0,0.0,171113.0,3794.0,666.0,24.7,5,2,267084,0,0,7,7,0,2022,5,10000,6870.0
20000,8.82,2.0,0.0,144370.0,5354.0,621.0,12.7,4,1,68276,0,1,9,5,1,2016,2,20000,3528.0
20000,22.51,2.0,0.0,118077.0,1458.0,625.0,1.1,6,1,60926,0,0,10,3,4,2015,11,20000,9004.0
